CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID
2023-00053221,8/13/2023,8/13/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038953
2023-00053332,8/13/2023,8/13/2023,1,1,90J,24-505,TRESPASSING,-1038952
2023-00053077,8/12/2023,8/12/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1038951
2023-00052650,8/10/2023,8/10/2023,1,1,90Z,24-306,INDECENT EXPOSURE,-1038950
2023-00052557,8/10/2023,8/10/2023,1,1,23C,24-503,PETTY LARCENY,-1038949
2023-00053052,8/12/2023,8/11/2023,1,2,23H,21-1720,"LARCENY OF AIRCRAFT,  OTHER VEHICLE, CONSTRUCTION EQUIP, OR FARM EQUIP",-1038948
2023-00051643,8/6/2023,8/13/2023,1,2,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1038946
2023-00053217,8/13/2023,8/13/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038945
2023-00052010,8/7/2023,8/7/2023,1,6,90Z,21-421,CONSPIRACY,-1038944
2023-00053080,8/12/2023,8/12/2023,2,1,88C,OWARR,WARRANT-OTHER,-1038943
2023-00052887,8/11/2023,8/11/2023,1,1,88C,OWARR,WARRANT-OTHER,-1038942
2023-00052010,8/7/2023,8/7/2023,1,5,13A,21-1289.17.A,DISCHARGING FIREARM INTO DWELLING F (AGGRAVATED ASSAULT),-1038941
2023-00052892,8/11/2023,8/11/2023,1,1,88C,OWARR,WARRANT-OTHER,-1038940
2023-00052867,8/11/2023,8/11/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038939
2023-00053377,8/14/2023,8/14/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038938
2023-00053336,8/13/2023,8/13/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038937
2023-00052955,8/11/2023,8/12/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038936
2023-00052956,8/11/2023,8/11/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038935
2023-00053242,8/13/2023,8/13/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038934
2023-00052978,8/12/2023,8/12/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038933
2023-00053127,8/12/2023,8/12/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038932
2023-00052979,8/12/2023,8/12/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038931
2023-00053049,8/12/2023,8/12/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038930
2023-00052939,8/11/2023,8/11/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038929
2023-00053174,8/13/2023,8/13/2023,6,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038928
2023-00052881,8/11/2023,8/11/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038927
2023-00053028,8/12/2023,8/12/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038926
2023-00053043,8/12/2023,8/12/2023,2,1,88C,OWARR,WARRANT-OTHER,-1038925
2023-00053110,8/12/2023,8/12/2023,1,1,88C,OWARR,WARRANT-OTHER,-1038924
2023-00053275,8/13/2023,8/13/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038923
2023-00052947,8/12/2023,8/12/2023,1,1,290,24-502,MOLESTING PROP,-1038922
2023-00052948,8/12/2023,8/12/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038921
2023-00052948,8/12/2023,8/12/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038920
2023-00052912,8/11/2023,8/11/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1038919
2023-00052863,8/11/2023,8/10/2023,1,1,220,21-1431,BURGLARY - FIRST DEGREE,-1038918
2023-00053022,8/12/2023,8/11/2023,1,2,290,21-1787,LOITER/INJURE/MOLEST MOTOR VEHICLE - JOY RIDE (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),-1038917
2023-00053022,8/12/2023,8/11/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038916
2023-00053055,8/12/2023,8/9/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1038914
2023-00053072,8/12/2023,8/12/2023,1,1,26B,21-1550.26,RECEIVE CASH OR PROPERTY WITH STOLEN CREDIT CARD,-1038913
2023-00053305,8/13/2023,8/13/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1038912
2023-00053268,8/13/2023,8/12/2023,1,2,220,21-1708,GRAND LARCENY AT NIGHT (BURGLARY),-1038911
2023-00053268,8/13/2023,8/12/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038910
2023-00053269,8/13/2023,8/13/2023,1,1,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,-1038909
2023-00052831,8/11/2023,8/11/2023,2,1,90Z,21-2.42,ATTEMPTS TO COMMIT A CRIMINAL ACT,-1038908
2023-00051788,8/7/2023,8/7/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1038907
2023-00053010,8/12/2023,8/12/2023,1,1,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1038906
2023-00052826,8/11/2023,4/5/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1038905
2023-00052944,8/11/2023,8/11/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1038904
2023-00052916,8/11/2023,8/11/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1038903
2023-00052896,8/11/2023,8/9/2023,1,1,90Z,21-843.5,"CAUSE/PROCURE/PERMIT ABUSE, NEGLECT, EXPLOITATION, OR SEXUAL ABUSE OF CHILD (ALL OTHER OFFENSE)",-1038902
2023-00052825,8/11/2023,8/7/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1038901
2023-00052904,8/11/2023,8/11/2023,1,1,520,21-1289.11,RECKLESS CONDUCT WITH FIREARM,-1038900
2023-00052890,8/11/2023,8/9/2023,1,1,83B,MISPER,MISSING PERSON,-1038899
2023-00052852,8/11/2023,8/11/2023,1,1,83B,MISPER,MISSING PERSON,-1038898
2023-00052763,8/11/2023,8/10/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038897
2023-00052781,8/11/2023,8/11/2023,1,2,90Z,47-11.901,RECKLESS DRIVING,-1038896
2023-00052781,8/11/2023,8/11/2023,1,1,90Z,21-540.A.B,ELUDING A PEACE OFFICER - ENDANGER ANY OTHER PERSON,-1038895
2023-00052796,8/11/2023,8/10/2023,1,1,240,21-1720,LARCENY OF AUTO,-1038894
2023-00052762,8/11/2023,8/11/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1038893
2023-00053260,8/13/2023,8/13/2023,1,1,13B,21.650-8,ASSAULT AND BATTERY UPON EMPLOYEE OF JUVENILE DETENTION FACILITY (SIMPLE ASSAULT),-1038892
2023-00053234,8/13/2023,8/12/2023,1,2,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1038891
2023-00053234,8/13/2023,8/12/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1038890
2023-00052801,8/11/2023,8/11/2023,3,4,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038889
2023-00052801,8/11/2023,8/11/2023,1,3,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038888
2023-00052801,8/11/2023,8/11/2023,1,2,35A,63-2.402.B.2,POSSESSION OF MARIJUANA,-1038887
2023-00052801,8/11/2023,8/11/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1038886
2023-00053302,8/13/2023,8/13/2023,3,2,13B,21-649,ASSAULT AND BATTERY ON A POLICE OFFICER (SIMPLE ASSAULT),-1038885
2023-00053302,8/13/2023,8/13/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1038884
2023-00052921,8/11/2023,8/11/2023,1,1,520,21-1364,DISCHARGING FIREARMS IN PUBLIC PLACE,-1038883
2023-00053160,8/13/2023,8/13/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038882
2023-00053379,8/14/2023,8/14/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038881
2023-00053379,8/14/2023,8/14/2023,1,1,520,21-1283.A,POSSESS FIREARM AFTER CONVICTION OF FELONY (AFC),-1038880
2023-00053059,8/12/2023,8/12/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1038879
2023-00052962,8/12/2023,8/12/2023,1,1,90E,37-537.A8,PUBLIC DRUNK,-1038878
2023-00052352,8/9/2023,8/9/2023,1,1,90Z,24-311B,TOBACCO/FURNISHING,-1038877
2023-00052777,8/11/2023,6/1/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038876
2023-00052357,8/9/2023,8/9/2023,1,1,90G,24-205,FURN/ALC,-1038875
2023-00052617,8/10/2023,8/10/2023,1,1,290,24-502,MOLESTING PROP,-1038874
2023-00052364,8/9/2023,8/9/2023,1,1,90Z,24-311B,TOBACCO/FURNISHING,-1038873
2023-00052400,8/9/2023,8/9/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038872
2023-00051205,8/4/2023,8/4/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1038871
2023-00052730,8/11/2023,8/11/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038870
2023-00052580,8/10/2023,8/10/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038869
2023-00052600,8/10/2023,8/10/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038868
2023-00052678,8/10/2023,8/10/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038867
2023-00052734,8/11/2023,8/11/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038866
2023-00051514,8/5/2023,8/5/2023,1,1,23C,24-503,PETTY LARCENY,-1038865
2023-00052591,8/10/2023,8/7/2023,1,1,520,21-1289.17.A,DISCHARGING FIREARM INTO DWELLING F (WEAPON LAW VIO;ATION),-1038864
2023-00052628,8/10/2023,8/10/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1038863
2023-00052654,8/10/2023,8/10/2023,1,1,23C,24-503,PETTY LARCENY,-1038862
2023-00052680,8/10/2023,8/7/2023,1,1,23D,21-1705,GRAND LARCENY (THEFT FROM BUILDING),-1038861
2023-00052716,8/10/2023,8/10/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1038860
2023-00052590,8/10/2023,8/10/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038859
2023-00052717,8/10/2023,8/9/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038858
2023-00052546,8/10/2023,8/10/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038857
2023-00052419,8/9/2023,8/9/2023,1,2,26A,21-1501,SECURING CREDIT FRAUDENTLY (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1038856
2023-00052419,8/9/2023,8/9/2023,1,1,26C,21-1531.4,FALSE PERSONATION (FRAUD),-1038855
2023-00052599,8/10/2023,8/10/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1038854
2023-00052601,8/10/2023,8/10/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1038853
2023-00052572,8/10/2023,8/10/2023,2,1,88A,CWARR,WARRANT-CLEV COUNTY,-1038852
2023-00035815,6/1/2023,8/10/2023,3,4,90Z,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (ALL OTHER OFFENSE),-1038851
2023-00035815,6/1/2023,6/1/2023,1,3,11C,21-1111.1,RAPE BY INSTRUMENTATION,-1038850
2023-00035815,6/1/2023,6/1/2023,1,2,11B,21-888,FORCIBLE SODOMY,-1038849
2023-00052670,8/10/2023,8/10/2023,1,4,90Z,21-540,OBSTRUCTING OFFICER,-1038848
2023-00052670,8/10/2023,8/10/2023,1,3,35A,63-2.402C,POSS CDS WITHIN 1000FT PARK/SCHOOL/MINOR UNDER 12,-1038847
2023-00052670,8/10/2023,8/10/2023,1,2,88A,CWARR,WARRANT-CLEV COUNTY,-1038846
2023-00052670,8/10/2023,8/10/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038845
2023-00052566,8/10/2023,8/10/2023,1,2,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1038844
2023-00052566,8/10/2023,8/10/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038843
2023-00052602,8/10/2023,8/10/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038841
2023-00052550,8/10/2023,8/10/2023,1,1,23C,24-503,PETTY LARCENY,-1038839
2023-00052316,8/9/2023,8/9/2023,1,1,90J,24-505,TRESPASSING,-1038838
2023-90000385,8/9/2023,8/9/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038837
2023-90000384,8/9/2023,8/9/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038836
2023-90000383,8/9/2023,8/9/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038835
2023-00052338,8/9/2023,8/9/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038834
2023-00052430,8/9/2023,8/9/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038833
2023-00052441,8/9/2023,8/9/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038832
2023-00052470,8/9/2023,8/9/2023,1,1,90Z,24-602,INTER W/OFF PROC,-1038831
2023-00052397,8/9/2023,8/9/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038830
2023-00052447,8/9/2023,8/9/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1038829
2023-00052447,8/9/2023,8/9/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1038828
2023-00052523,8/10/2023,8/10/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038827
2023-00052510,8/10/2023,8/10/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038826
2023-00052372,8/9/2023,8/9/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1038825
2023-00051619,8/6/2023,8/5/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1038824
2023-00051484,8/5/2023,8/5/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038823
2023-00052409,8/9/2023,8/9/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038822
2023-00052505,8/10/2023,8/10/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1038821
2023-00052409,8/9/2023,8/9/2023,1,1,120,21-791,ROBBERY,-1038820
2023-00052414,8/9/2023,8/9/2023,1,2,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),-1038819
2023-00052414,8/9/2023,8/9/2023,1,1,23H,20-1740.2,PORCH PIRACY ACT OF 2020,-1038818
2023-00052456,8/9/2023,8/9/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1038817
2023-00052509,8/10/2023,8/10/2023,1,1,86S,INTEL - INFO,INTEL INFORMATION,-1038816
2023-00052499,8/9/2023,7/31/2023,1,1,23C,24-503,PETTY LARCENY,-1038815
2023-00051144,8/4/2023,8/4/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038814
2023-00052283,8/8/2023,8/8/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1038813
2023-00052406,8/9/2023,7/31/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1038812
2023-00052490,8/9/2023,8/9/2023,2,1,90I,RUNAWA,RUNAWAY,-1038811
2023-00052444,8/9/2023,8/9/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1038810
2023-00052324,8/9/2023,8/9/2023,1,1,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1038809
2023-00052392,8/9/2023,8/9/2023,1,1,120,21-791,ROBBERY,-1038808
2023-00052219,8/8/2023,8/8/2023,1,1,23C,21-1705,GRAND LARCENY (SHOPLIFTING),-1038807
2023-00052483,8/9/2023,8/9/2023,1,1,13B,21-650.8,ASSAULT AND BATTERY UPON EMPLOYEE OF JUVENILE DETENTION FACILITY (SIMPLE ASSAULT),-1038806
2023-00052408,8/9/2023,8/9/2023,2,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038805
2023-00052408,8/9/2023,8/9/2023,2,1,88C,OWARR,WARRANT-OTHER,-1038804
2023-00052363,8/9/2023,8/9/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038803
2023-00050011,7/30/2023,7/30/2023,1,3,86D,4-505,VACCINATION DOGS/CATS,-1038802
2023-00050011,7/30/2023,7/30/2023,2,2,86D,4-503,CONFINEMENT/AT LARGE,-1038801
2023-00050011,7/30/2023,7/30/2023,2,1,86D,4-208,QUARANTINE OF ANIMAL,-1038800
2023-00052288,8/8/2023,8/8/2023,1,1,290,24-502,MOLESTING PROP,-1038798
2023-00052297,8/9/2023,8/9/2023,1,1,90B,J24-301,JV CURFEW VIOL,-1038797
2023-00051719,8/6/2023,8/6/2023,1,1,23C,24-503,PETTY LARCENY,-1038796
2023-00052278,8/8/2023,8/8/2023,1,3,13B,24-401,ASSAULT & BATTERY,-1038795
2023-00052278,8/8/2023,8/8/2023,1,2,290,24-502,MOLESTING PROP,-1038794
2023-00052278,8/8/2023,8/8/2023,1,1,90E,24-202,PUBLIC INTOX,-1038793
2023-00052187,8/8/2023,8/8/2023,1,1,290,24-502,MOLESTING PROP,-1038792
2023-00052294,8/9/2023,8/9/2023,1,1,90J,24-505,TRESPASSING,-1038791
2023-00052258,8/8/2023,8/8/2023,1,1,35B,24-312,POSS/DRUG PARAPHERNALIA,-1038790
2023-00038320,6/11/2023,6/11/2023,1,2,13B,24-401,ASSAULT & BATTERY,-1038789
2023-90000382,8/9/2023,8/9/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038788
2023-00052030,8/8/2023,8/8/2023,1,2,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038787
2023-00052222,8/8/2023,8/8/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038785
2023-00052140,8/8/2023,8/8/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038784
2023-00052209,8/8/2023,8/8/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038783
2023-00052250,8/8/2023,8/8/2023,1,1,90J,24-505,TRESPASSING,-1038782
2023-00052010,8/7/2023,8/7/2023,1,4,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038781
2023-00051828,8/7/2023,6/17/2023,1,1,250,21-1501,SECURING CREDIT FRAUDENTLY (COUNTERFEITING/FORGERY),-1038780
2023-90000381,8/8/2023,8/8/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1038779
2023-00052083,8/8/2023,8/8/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038778
2023-00052099,8/8/2023,8/8/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038777
2023-00052105,8/8/2023,8/5/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038776
2023-00052122,8/8/2023,8/8/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038775
2023-00052240,8/8/2023,8/7/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038774
2023-00040763,6/22/2023,6/22/2023,1,1,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1038773
2023-00052256,8/8/2023,8/8/2023,1,1,90I,RUNAWA,RUNAWAY,-1038772
2023-00052180,8/8/2023,4/29/2023,1,1,11A,21-1111,RAPE (FORCIBLE RAPE),-1038771
2023-00052142,8/8/2023,8/8/2023,1,4,35A,63-2.402.B.2,POSSESSION OF MARIJUANA,-1038770
2023-00052142,8/8/2023,8/8/2023,1,3,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038767
2023-00052142,8/8/2023,8/8/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1038765
2023-00052213,8/8/2023,8/8/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1038764
2023-00051964,8/7/2023,8/8/2023,1,2,90Z,59-1512,FALSE DECLARATION OF OWNERSHIP IN PAWN,-1038763
2023-00052254,8/8/2023,8/8/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038762
2023-00052254,8/8/2023,8/8/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1038761
2023-00052231,8/8/2023,8/8/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1038760
2023-00052133,8/8/2023,8/8/2023,1,5,90Z,21-852.1,CHILD ENDANGERMENT,-1038759
2023-00052133,8/8/2023,8/8/2023,1,4,90E,37-8,PUBLIC INTOXICATION,-1038758
2023-00052133,8/8/2023,8/8/2023,1,3,90Z,21-540,OBSTRUCTING OFFICER,-1038757
2023-00052133,8/8/2023,8/8/2023,1,2,90E,37-8,PUBLIC INTOXICATION,-1038756
2023-00052133,8/8/2023,8/8/2023,1,1,90F,21-843.5.C,CHILD NEGLECT,-1038755
2023-90000380,8/8/2023,8/8/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1038754
2023-90000379,8/8/2023,8/8/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1038753
2023-90000378,8/5/2023,8/5/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038752
2023-90000377,8/4/2023,8/4/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038751
2023-00051975,8/7/2023,8/7/2023,1,1,90Z,24-403,DIST THE PEACE,-1038750
2023-00052044,8/8/2023,8/7/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038749
2023-00051418,8/5/2023,8/5/2023,1,2,90J,24-505,TRESPASSING,-1038748
2023-00051418,8/5/2023,8/5/2023,1,1,23C,24-503,PETTY LARCENY,-1038747
2023-00051837,8/7/2023,8/7/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038746
2023-00051219,8/4/2023,8/4/2023,1,2,23C,24-503,PETTY LARCENY,-1038745
2023-00052038,8/8/2023,8/7/2023,1,1,83B,MISPER,MISSING PERSON,-1038744
2023-00052051,8/8/2023,8/7/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038743
2023-00052030,8/8/2023,8/8/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1038742
2023-00049914,7/30/2023,7/28/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038741
2023-00051712,8/6/2023,8/6/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038740
2023-00051785,8/7/2023,8/6/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038739
2023-00051785,8/7/2023,8/6/2023,1,1,240,21-1720,LARCENY OF AUTO,-1038738
2023-00051827,8/7/2023,8/7/2023,1,1,23D,21-1723,"LARCENY FROM A HOUSE,TENT,BOOTH, RAILROAD CAR",-1038737
2023-00051867,8/7/2023,8/3/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1038736
2023-00051884,8/7/2023,8/7/2023,1,1,240,21-1720,LARCENY OF AUTO,-1038735
2023-00051893,8/7/2023,10/1/2022,1,2,26B,21-843.1,ABUSE/ NEGLECT/FINANCIAL EXPLOITATION BY CARETAKER  (CREDIT CARD/AUTOMATIC TELLER MACHINE FRAUD),-1038734
2023-00051893,8/7/2023,10/1/2022,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1038733
2023-00051945,8/7/2023,8/7/2023,1,1,23C,21-1706,PETIT LARCENY (SHOPLIFTING),-1038732
2023-00051948,8/7/2023,8/7/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038731
2023-00051949,8/7/2023,7/21/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1038730
2023-00051951,8/7/2023,7/25/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1038729
2023-00051964,8/7/2023,8/7/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038728
2023-00052010,8/7/2023,8/7/2023,1,3,520,21-1289.9,CARRYING FIREARMS WHILE UNDER THE INFLUENCE,-1038727
2023-00052010,8/7/2023,8/7/2023,1,2,520,21-1289.11,RECKLESS CONDUCT WITH FIREARM,-1038726
2023-00052010,8/7/2023,8/7/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038725
