CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID,Bias
2023-00049876,7/30/2023,7/30/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038350,NA
2023-00050020,7/30/2023,7/30/2023,2,2,88A,CWARR,WARRANT-CLEV COUNTY,-1038349,NA
2023-00050020,7/30/2023,7/30/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038348,NA
2023-00049880,7/30/2023,7/30/2023,2,1,90I,RUNAWA,RUNAWAY,-1038347,NA
2023-00049886,7/30/2023,7/30/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1038346,NA
2023-00049911,7/30/2023,7/30/2023,1,1,90J,24-505,TRESPASSING,-1038345,NA
2023-00049925,7/30/2023,7/30/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1038344,NA
2023-00049934,7/30/2023,7/30/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1038343,NA
2023-00050093,7/31/2023,7/31/2023,1,1,83B,MISPER,MISSING PERSON,-1038342,NA
2023-00049708,7/29/2023,7/29/2023,1,1,23H,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (ALL OTHER LARCENY),-1038341,NA
2023-00050101,7/31/2023,7/31/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1038340,NA
2023-00050101,7/31/2023,7/31/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038339,NA
2023-00049610,7/28/2023,7/28/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1038338,NA
2023-00049875,7/30/2023,7/30/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038337,NA
2023-00049837,7/29/2023,7/29/2023,2,2,90D,21-852.1.4,CHILD ENDANGERMENT BY PERMITTING CHILD ABUSE - (BY DUI/APC),-1038336,NA
2023-00049837,7/29/2023,7/29/2023,1,1,90D,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),-1038335,NA
2023-00049861,7/30/2023,7/30/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038334,NA
2023-00049685,7/29/2023,7/29/2023,1,1,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1038333,NA
2023-00049812,7/29/2023,7/27/2023,1,2,13A,21-644.D,DOMESTIC ABUSE WITH DANGEROUS WEAPON (AGGRAVATED ASSAULT),-1038332,NA
2023-00049812,7/29/2023,7/27/2023,2,1,13B,21-644.G,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD (SIMPLE ASSAULT),-1038331,NA
2023-00050084,7/31/2023,7/31/2023,1,2,90Z,21-540,OBSTRUCTING OFFICER,-1038330,NA
2023-00050084,7/31/2023,7/31/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038329,NA
2023-00050069,7/30/2023,7/30/2023,2,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038328,NA
2023-00050069,7/30/2023,7/30/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1038327,NA
2023-00049959,7/30/2023,7/30/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038326,NA
2023-00050013,7/30/2023,7/30/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038325,NA
2023-00049296,7/27/2023,7/27/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1038324,NA
2023-00049548,7/28/2023,7/28/2023,1,1,90Z,24-306,INDECENT EXPOSURE,-1038323,NA
2023-00049406,7/27/2023,7/27/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038322,NA
2023-00049151,7/26/2023,5/15/2023,1,3,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038321,NA
2023-00049602,7/28/2023,7/28/2023,1,1,90J,24-505,TRESPASSING,-1038320,NA
2023-00049679,7/29/2023,7/29/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038319,NA
2023-00049489,7/28/2023,7/28/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038318,NA
2023-00049450,7/28/2023,7/28/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038317,NA
2023-00049543,7/28/2023,7/28/2023,1,3,90Z,21-540,OBSTRUCTING OFFICER,-1038316,NA
2023-00049543,7/28/2023,7/28/2023,1,2,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1038315,NA
2023-00049543,7/28/2023,7/28/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1038314,NA
2023-00049462,7/28/2023,7/28/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038313,NA
2023-00049462,7/28/2023,7/28/2023,1,1,23H,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (ALL OTHER LARCENY),-1038312,NA
2023-00049484,7/28/2023,7/28/2023,1,1,90Z,63-2870,CALLING 911 WITH FALSE ALARM OR COMPLAINT,-1038311,NA
2023-00049516,7/28/2023,7/27/2023,1,1,90Z,21-1021,INDECENT EXPOSURE (ALL OTHER OFFENSES),-1038310,NA
2023-00049526,7/28/2023,6/30/2023,1,1,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1038309,NA
2023-00049578,7/28/2023,7/28/2023,7,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038308,NA
2023-00049557,7/28/2023,7/28/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1038307,NA
2023-00049605,7/28/2023,7/28/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038306,NA
2023-00049631,7/28/2023,7/28/2023,1,1,90I,RUNAWA,RUNAWAY,-1038305,NA
2023-00049673,7/29/2023,7/29/2023,1,1,120,21-791,ROBBERY,-1038304,NA
2023-00049624,7/28/2023,7/25/2023,1,1,83B,MISPER,MISSING PERSON,-1038303,NA
2023-00049576,7/28/2023,7/28/2023,5,5,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038302,NA
2023-00049576,7/28/2023,7/28/2023,1,4,90Z,21-540,OBSTRUCTING OFFICER,-1038301,NA
2023-00049576,7/28/2023,7/28/2023,1,3,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038300,NA
2023-00049576,7/28/2023,7/28/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1038299,NA
2023-00049576,7/28/2023,7/28/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1038298,NA
2023-00049669,7/29/2023,7/29/2023,1,2,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1038297,NA
2023-00049669,7/29/2023,7/29/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038296,NA
2023-00049670,7/29/2023,7/29/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038295,NA
2023-00049652,7/29/2023,7/29/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038294,NA
2023-00038403,6/12/2023,6/12/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038293,NA
2023-00046201,7/14/2023,7/14/2023,1,4,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038292,NA
2023-90000364,7/27/2023,7/27/2023,1,1,23E,21-1435.A,BURGLARY - SECOND DEGREE (THEFT FROM COIN OPERATED VENDING MACHINE OR DEVICE),-1038291,NA
2023-00039396,6/16/2023,6/16/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038290,NA
2023-00039263,6/16/2023,6/16/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038289,NA
2023-00042255,6/27/2023,6/27/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038287,NA
2023-00042255,6/27/2023,6/23/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038286,NA
2023-00049247,7/27/2023,7/27/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1038285,NA
2023-00048921,7/25/2023,7/25/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038284,NA
2023-00049051,7/26/2023,7/24/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1038283,NA
2023-00049218,7/27/2023,7/27/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1038282,NA
2023-00049305,7/27/2023,7/27/2023,1,1,90J,24-505,TRESPASSING,-1038281,NA
2023-00044066,7/5/2023,7/12/2023,1,1,85C,ASSIST,AGENCY ASSIST,-1038279,NA
2023-00048937,7/25/2023,7/25/2023,1,2,90Z,24-310,OUTRAGING PUB DEC,-1038278,NA
2023-00048937,7/25/2023,7/25/2023,1,1,90J,24-505,TRESPASSING,-1038277,NA
2023-00049251,7/27/2023,7/27/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1038276,NA
2023-00049330,7/27/2023,7/27/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038275,NA
2023-00049287,7/27/2023,7/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038274,NA
2023-00049306,7/27/2023,7/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038273,NA
2023-00049042,7/26/2023,6/29/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1038272,NA
2023-00049151,7/26/2023,5/15/2023,1,2,90Z,47-4.107,REMOVED FALSIFIED OR UNAUTHORIZED IDENTIFICATION,-1038271,NA
2023-00049151,7/26/2023,5/15/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038270,NA
2023-00049324,7/27/2023,7/27/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038269,NA
2023-00049378,7/27/2023,7/27/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038268,NA
2023-00049378,7/27/2023,7/27/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1038267,NA
2023-00049334,7/27/2023,7/27/2023,1,1,250,21-463,OFFERING FORGED/FALSE INSTRUMENT FOR RECORD (COUNTERFEITING/FORGERY),-1038266,NA
2023-00049381,7/27/2023,7/27/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1038265,NA
2023-00049391,7/27/2023,7/27/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038264,NA
2023-00049391,7/27/2023,7/27/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1038263,NA
2023-00049358,7/27/2023,7/27/2023,5,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038262,NA
2023-00049358,7/27/2023,7/27/2023,1,1,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1038261,NA
2023-00049406,7/27/2023,7/27/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038260,NA
2023-00049371,7/27/2023,7/27/2023,1,3,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038259,NA
2023-00049371,7/27/2023,7/27/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1038258,NA
2023-00049371,7/27/2023,7/27/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1038257,NA
2023-00048906,7/25/2023,7/21/2023,1,1,11D,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (FORCIBLE FONDLING),-1038256,NA
2023-00049409,7/27/2023,7/27/2023,1,3,240,21-1720,LARCENY OF AUTO,-1038255,NA
2023-00049409,7/27/2023,7/27/2023,1,2,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1038254,NA
2023-00049409,7/27/2023,7/27/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038253,NA
2023-00049152,7/26/2023,7/26/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1038252,NA
2023-00047847,7/21/2023,7/20/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1038251,NA
2023-00049312,7/27/2023,7/27/2023,1,1,90Z,24-602,INTER W/OFF PROC,-1038250,NA
2023-00048898,7/25/2023,7/25/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1038249,NA
2023-00049353,7/27/2023,7/27/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1038248,NA
2023-00049414,7/28/2023,7/28/2023,1,1,290,24-502,MOLESTING PROP,-1038247,NA
2023-00049011,7/26/2023,7/26/2023,1,1,23F,21-1708,GRAND LARCENY AT NIGHT (THEFT FROM MOTOR VEHICLE),-1038246,NA
2023-00049385,7/27/2023,7/27/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038245,NA
2023-00049349,7/27/2023,7/27/2023,1,1,90I,RUNAWA,RUNAWAY,-1038244,NA
2023-00049362,7/27/2023,7/27/2023,1,1,13B,21-644.E,DOMESTIC ABUSE AGAINST A PREGNANT WOMAN (SIMPLE ASSAULT),-1038243,NA
2023-00049412,7/27/2023,7/27/2023,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1038242,NA
2023-00049388,7/27/2023,7/27/2023,1,1,90D,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),-1038241,NA
2023-00022651,4/9/2023,4/10/2023,4,2,26A,21-1541.2,OBTAIN PROPERTY BY FALSE PRETENSE >$500 (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1038240,NA
2023-00049286,7/27/2023,7/25/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038239,NA
2023-00040859,6/22/2023,6/22/2023,1,4,90Z,21-421,CONSPIRACY,-1038238,NA
2023-00049218,7/27/2023,7/27/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1038237,NA
2023-00049164,7/26/2023,7/26/2023,1,1,90E,24-202,PUBLIC INTOX,-1038236,NA
2023-00049270,7/27/2023,7/27/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038235,NA
2023-00049154,7/26/2023,7/26/2023,1,1,90Z,24-102,AIDING/ABETTING,-1038234,NA
2023-00049256,7/27/2023,7/25/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038233,NA
2023-00049244,7/27/2023,7/26/2023,1,1,240,21-1720,LARCENY OF AUTO,-1038232,NA
2023-00049076,7/26/2023,7/1/2023,1,1,23G,21-1701,LARCENY (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1038231,NA
2023-00049175,7/26/2023,7/26/2023,1,1,23C,24-503,PETTY LARCENY,-1038230,NA
2023-00049106,7/26/2023,7/22/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038229,NA
2023-00049016,7/26/2023,7/26/2023,1,1,90J,24-505,TRESPASSING,-1038228,NA
2023-00049195,7/26/2023,7/26/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1038227,NA
2023-00048847,7/25/2023,7/25/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038226,NA
2023-00049169,7/26/2023,7/26/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1038225,NA
2023-00049065,7/26/2023,7/26/2023,1,1,23C,24-503,PETTY LARCENY,-1038224,NA
2023-00047950,7/21/2023,7/21/2023,1,3,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1038223,NA
2023-00047950,7/21/2023,7/24/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038222,NA
2023-00049199,7/26/2023,7/26/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038221,NA
2023-00048923,7/25/2023,7/25/2023,1,1,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1038220,NA
2023-00049208,7/27/2023,7/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038219,NA
2023-00049100,7/26/2023,7/26/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1038218,NA
2023-00049141,7/26/2023,7/26/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038217,NA
2023-00049037,7/26/2023,7/26/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038216,NA
2023-00049037,7/26/2023,7/26/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1038215,NA
2023-00049112,7/26/2023,7/25/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038213,NA
2023-00049149,7/26/2023,7/26/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038212,NA
2023-00049089,7/26/2023,7/26/2023,1,1,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),-1038211,NA
2023-00049054,7/26/2023,7/26/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038210,NA
2023-00049144,7/26/2023,7/25/2023,1,1,23H,21-51.3,PETIT LARCENY AFCF  (ALL OTHER LARCENY),-1038209,NA
2023-00049204,7/27/2023,7/27/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038208,NA
2023-00049109,7/26/2023,7/26/2023,1,1,13A,21-644.C,DOMESTIC ABUSE (AGGRAVATED ASSAULT),-1038207,NA
2023-00049136,7/26/2023,7/26/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1038206,NA
2023-00049155,7/26/2023,7/26/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1038205,NA
2023-00049143,7/26/2023,7/24/2023,1,1,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1038204,NA
2023-00049043,7/26/2023,7/26/2023,1,3,90Z,21-444,ESCAPE AFTER LAWFUL ARREST / RESISTING,-1038203,NA
2023-00049043,7/26/2023,7/26/2023,1,2,90Z,21-540,OBSTRUCTING OFFICER,-1038202,NA
2023-00049043,7/26/2023,7/26/2023,2,1,13A,21-650.9,PRISONER PLACING BODY FLUID ON GOVERNMENT EMPLOYE (AGGRAVATED ASSAULT),-1038201,NA
2023-00048935,7/25/2023,4/28/2023,1,1,11C,21-843.5.E,CHILD SEXUAL ABUSE (SEXUAL ASSAULT WITH AN OBJECT),-1038200,NA
2023-00048683,7/24/2023,7/24/2023,1,1,13B,21-644.G,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD (SIMPLE ASSAULT),-1038199,NA
2023-00049203,7/27/2023,6/30/2015,1,1,36B,21-1111,RAPE (STATUTORY RAPE),-1038198,NA
2023-00049070,7/26/2023,7/26/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038197,NA
2023-00049081,7/26/2023,4/1/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1038196,NA
2023-00047886,7/21/2023,7/21/2023,1,3,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1038195,NA
2023-90000363,7/26/2023,7/26/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038194,NA
2023-90000362,7/26/2023,7/26/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038193,NA
2023-90000361,7/26/2023,7/26/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038192,NA
2023-90000360,7/25/2023,7/25/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1038191,NA
2023-00048826,7/25/2023,7/25/2023,1,3,90Z,24-305,UNDER INFLUENCE/NARC,-1038190,NA
2023-00046834,7/17/2023,6/28/2023,1,1,290,21-1680.2,DAMAGE/DESTROY ANIMAL FACILITY (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),-1038189,NA
2023-00048968,7/25/2023,7/25/2023,1,1,90E,24-202,PUBLIC INTOX,-1038188,NA
2023-00048198,7/22/2023,7/22/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1038187,NA
2023-00048826,7/25/2023,7/25/2023,1,2,90J,24-505,TRESPASSING,-1038186,NA
2023-00048826,7/25/2023,7/25/2023,1,1,88C,OWARR,WARRANT-OTHER,-1038185,NA
2023-00048578,7/24/2023,7/24/2023,1,2,35B,24-312,POSS/DRUG PARAPHERNALIA,-1038184,NA
2023-00048578,7/24/2023,7/24/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038183,NA
2023-00049034,7/26/2023,7/20/2022,1,2,26A,21-1592,UTTERING FORGED INSTRUMENTS (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1038182,NA
2023-00049034,7/26/2023,7/20/2022,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038181,NA
2023-00048135,7/22/2023,7/22/2023,1,2,35B,24-312,POSS/DRUG PARAPHERNALIA,-1038180,NA
2023-00048135,7/22/2023,7/22/2023,4,1,88A,CWARR,WARRANT-CLEV COUNTY,-1038179,NA
2023-00033562,5/23/2023,5/23/2023,1,3,290,DAMAGEDPROP,DAMAGED PROPERTY,-1038178,NA
2023-00048055,7/22/2023,7/22/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1038177,NA
2023-00048814,7/25/2023,7/25/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038176,NA
2023-00048864,7/25/2023,7/25/2023,1,2,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1038175,NA
2023-00048864,7/25/2023,7/25/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1038174,NA
2023-00048891,7/25/2023,7/25/2023,1,2,90Z,24-404,POSS/WEAPONS,-1038173,NA
2023-00048774,7/25/2023,7/25/2023,1,2,90Z,21-850,RACIAL/ETHNIC/RELIGIOUS HARASSMENT (ALL OTHER OFFENSES),-1038172,NA
2023-00048774,7/25/2023,7/25/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1038171,NA
2023-00048885,7/25/2023,7/25/2023,1,1,23G,21-1706,PETIT LARCENY (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1038170,NA
2023-00048669,7/24/2023,7/23/2023,1,1,23H,21-1702,LARCENY OF LOST PROPERTY (ALL OTHER LARCENY),-1038169,NA
2023-00048890,7/25/2023,7/25/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038168,NA
2023-00048914,7/25/2023,7/18/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1038167,NA
2023-00048924,7/25/2023,7/25/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1038166,NA
2023-00047014,7/17/2023,7/11/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1038165,NA
2023-00048912,7/25/2023,7/25/2023,1,1,23C,24-503,PETTY LARCENY,-1038164,NA
2023-00048962,7/25/2023,7/25/2023,1,1,90J,24-505,TRESPASSING,-1038163,NA
2023-00048908,7/25/2023,7/22/2023,1,1,13A,21-644.C,DOMESTIC ABUSE (AGGRAVATED ASSAULT),-1038162,NA
2023-00048938,7/25/2023,7/25/2023,1,1,90I,RUNAWA,RUNAWAY,-1038161,NA
2023-00048794,7/25/2023,7/25/2023,1,1,290,24-502,MOLESTING PROP,-1038160,NA
2023-00048956,7/25/2023,7/25/2023,1,1,90I,RUNAWA,RUNAWAY,-1038159,NA
2023-00048983,7/26/2023,7/21/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1038158,NA
2023-00048985,7/26/2023,7/26/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1038157,NA
2023-00048993,7/26/2023,7/26/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1038156,NA
2023-00049015,7/26/2023,7/26/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1038155,NA
2023-00048999,7/26/2023,7/26/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1038154,NA
2023-00048899,7/25/2023,7/21/2023,2,1,83B,MISPER,MISSING PERSON,-1038153,NA
2023-00048891,7/25/2023,7/25/2023,1,1,88C,OWARR,WARRANT-OTHER,-1038152,NA
2023-00048856,7/25/2023,7/25/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1038151,NA
2023-00048158,7/22/2023,7/22/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1038150,NA
2023-00048880,7/25/2023,7/25/2023,1,12,87F,47-6.101,NO VALID DRIVER'S LICENSE,-1038149,NA
2023-00048880,7/25/2023,7/25/2023,1,11,90Z,21-421,CONSPIRACY,-1038148,NA
2023-00048880,7/25/2023,7/25/2023,3,10,90Z,21-1550.28,POSSESSION OF CREDIT CARD BELONGING TO ANOTHER,-1038147,NA
2023-00048880,7/25/2023,7/25/2023,1,9,87F,47-1151,OPERATING VEHICLE WITHOUT PROPER TAG/DECAL,-1038146,NA
2023-00048880,7/25/2023,7/25/2023,1,8,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038145,NA
2023-00048880,7/25/2023,7/25/2023,1,7,88C,OWARR,WARRANT-OTHER,-1038144,NA
2023-00048880,7/25/2023,7/25/2023,1,6,26C,21-1531.3,IMPERSONATING ANOTHER,-1038143,NA
2023-00048880,7/25/2023,7/25/2023,1,5,90Z,21-421,CONSPIRACY,-1038142,NA
2023-00048880,7/25/2023,7/25/2023,1,4,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1038141,NA
2023-00048880,7/25/2023,7/25/2023,1,3,35A,63-2.402.B.2,POSSESSION OF MARIJUANA,-1038140,NA
2023-00048880,7/25/2023,7/25/2023,1,2,90Z,21-540,OBSTRUCTING OFFICER,-1038139,NA
2023-00048880,7/25/2023,7/25/2023,1,1,23C,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),-1038138,NA
2023-00048851,7/25/2023,7/25/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1038137,NA
