FILENUM,INCIDENT_TYPE,INVOLVMENT,SUBJ_TYPE,SUBJ_INC_NUM,AGE,YRS_EMPL,SEX,RACE,Allegations_SOURCE,ALLEGATION_MADE,FINDING,SERVICE_TYPE,UOF_SOURCE,RESISTANCE_TYPE,SUB_ACT_DESC,UOF_EFFECTIVE,SUBJ_INJ,SUBJ_INJ_HOSP
CIF2019-004,Complaint Internal-Formal,Officer,Officer,11895,29,3,Male,White,Employee,Safety - Unsafe firearm or weapon handling (On Duty),Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2019-004,Complaint Internal-Formal,Officer,Officer,11895,29,3,Male,White,Employee,Safety -Unsafe or improper driving habits or actions,Sustained,NA,NA,NA,NA,NA,NA,NA
IQI2017-002,Inquiry Internal--IQI,Witness,Officer,9075,54,15,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-002,Inquiry Internal--IQI,Witness,Officer,9077,46,23,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-002,Inquiry Internal--IQI,Witness,Officer,8983,46,3,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIF2019-003,Complaint Internal-Formal,Officer,Officer,11929,38,14,Male,White,Employee,Department Values Violation - Accountability,Sustained,NA,NA,NA,NA,NA,NA,NA
CIF2019-003,Complaint Internal-Formal,Officer,Officer,11929,38,14,Male,White,Employee,Department Values Violation - Accountability,Sustained,NA,NA,NA,NA,NA,NA,NA
IAE2017-026,Complaint External--IAE,Complainant,Citizen,3205,22,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI2019-004,Complaint External-Informal,Officer,Officer,12093,37,9,Male,White,Supervisor,Safety -Unsafe or improper driving habits or actions,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2019-004,Complaint External-Informal,Officer,Officer,12093,37,9,Male,White,Supervisor,Safety -Unsafe or improper driving habits or actions,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2019-002,Complaint External-Informal,Officer,Officer,12010,24,2,Male,Mixed,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2019-002,Complaint External-Informal,Officer,Officer,12010,24,2,Male,Mixed,Citizen Telephone Call,Conduct - Discourteous or disrespectful treatment of public,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2019-003,Complaint External-Informal,Officer,Officer,12027,50,8,Male,White,Employee,Conduct - Other conduct unbecoming of an employee,Unfounded,NA,NA,NA,NA,NA,NA,NA
CEI2019-003,Complaint External-Informal,Officer,Officer,12027,50,8,Male,White,Employee,Conduct - Other conduct unbecoming of an employee,Unfounded,NA,NA,NA,NA,NA,NA,NA
CEI2019-005,Complaint External-Informal,Officer,Officer,12094,27,1,Male,White,Supervisor,Safety -Unsafe or improper driving habits or actions,Corrective Action,NA,NA,NA,NA,NA,NA,NA
CEI2019-005,Complaint External-Informal,Officer,Officer,12094,27,1,Male,White,Supervisor,Safety -Unsafe or improper driving habits or actions,Corrective Action,NA,NA,NA,NA,NA,NA,NA
IAE2017-027,Complaint External--IAE,Complainant,Citizen,3210,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-027,Complaint External--IAE,Witness,Citizen,3211,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-009,Inquiry External--IQE,Complainant,Citizen,3261,NA,NA,Female,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-006,Complaint Internal--IAI,Complainant,Officer,9014,57,33,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-008,Complaint Internal--IAI,Complainant,Officer,9034,32,9,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-008,Complaint Internal--IAI,Witness,Citizen,3215,24,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-008,Complaint Internal--IAI,Witness,Officer,9111,30,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-008,Complaint Internal--IAI,Witness,Officer,9112,37,1,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-028,Complaint External--IAE,Complainant,Citizen,3216,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-028,Complaint External--IAE,Complainant,Citizen,3217,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-028,Complaint External--IAE,Witness,Officer,9037,37,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9051,53,25,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9054,49,22,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9050,37,10,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9052,32,9,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9049,36,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9055,30,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9048,33,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-007,Complaint Internal--IAI,Witness,Officer,9053,29,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-011,Inquiry External--IQE,Complainant,Citizen,3223,43,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-012,Inquiry External--IQE,Complainant,Citizen,3224,74,NA,Female,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-029,Complaint External--IAE,Complainant,Citizen,3231,23,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-029,Complaint External--IAE,Witness,Officer,9130,32,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-029,Complaint External--IAE,Witness,Officer,9131,31,1,Male,Vietnamese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-009,Complaint Internal--IAI,Complainant,Officer,9102,45,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-009,Complaint Internal--IAI,Witness,Officer,9290,46,21,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-009,Complaint Internal--IAI,Witness,Officer,9311,48,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-009,Complaint Internal--IAI,Witness,Officer,9114,50,22,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-009,Complaint Internal--IAI,Witness,Officer,9312,37,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-004,Inquiry Internal--IQI,Complainant,Officer,9124,32,5,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-004,Inquiry Internal--IQI,Witness,Officer,9126,46,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-004,Inquiry Internal--IQI,Witness,Officer,9128,46,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-004,Inquiry Internal--IQI,Witness,Officer,9127,57,31,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-004,Inquiry Internal--IQI,Witness,Officer,9129,46,23,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-031,Complaint External--IAE,Complainant,Citizen,3238,21,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-003,Inquiry Internal--IQI,Complainant,Officer,9168,33,8,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-003,Inquiry Internal--IQI,Witness,Officer,9172,37,15,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-003,Inquiry Internal--IQI,Witness,Officer,9171,61,35,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-030,Complaint External--IAE,Complainant,Citizen,3246,23,NA,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-013,Inquiry External--IQE,Complainant,Citizen,3248,51,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-032,Complaint External--IAE,Complainant,Citizen,3266,0,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-006,Inquiry Internal--IQI,Complainant,Officer,9356,41,15,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-033,Complaint External--IAE,Complainant,Citizen,3267,37,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-033,Complaint External--IAE,Witness,Officer,9361,31,4,Male,Native Am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-033,Complaint External--IAE,Witness,Officer,9362,28,3,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-007,Inquiry Internal--IQI,Witness,Citizen,3269,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-007,Inquiry Internal--IQI,Witness,Citizen,3270,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-007,Inquiry Internal--IQI,Witness,Citizen,3271,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2017-014,Inquiry External--IQE,Complainant,Citizen,3284,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-035,Complaint External--IAE,Complainant,Citizen,3287,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-034,Complaint External--IAE,Complainant,Citizen,3288,50,NA,Female,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-036,Complaint External--IAE,Complainant,Citizen,3297,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-037,Complaint External--IAE,Complainant,Citizen,3298,NA,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-010,Complaint External--IAE,Complainant,Citizen,3300,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-005,Inquiry Internal--IQI,Complainant,Citizen,3303,33,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-011,Complaint Internal--IAI,Complainant,Officer,9512,48,20,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-011,Complaint Internal--IAI,Witness,Officer,9514,58,33,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-011,Complaint Internal--IAI,Witness,Officer,9519,35,11,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-011,Complaint Internal--IAI,Witness,Officer,9518,42,4,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-011,Complaint Internal--IAI,Witness,Officer,9517,38,2,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-011,Complaint Internal--IAI,Witness,Officer,9516,24,1,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-013,Inquiry Internal--IQI,Complainant,Citizen,3311,55,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-011,Inquiry Internal--IQI,Complainant,Citizen,3312,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-039,Complaint External--IAE,Complainant,Citizen,3314,24,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-012,Inquiry Internal--IQI,Complainant,Officer,9556,32,5,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-012,Inquiry Internal--IQI,Witness,Officer,9558,46,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-038,Complaint External--IAE,Complainant,Citizen,3319,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-040,Complaint External--IAE,Complainant,Citizen,3320,37,NA,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-047,Complaint External--IAE,Complainant,Citizen,3324,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-048,Complaint External--IAE,Complainant,Citizen,3328,30,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-048,Complaint External--IAE,Witness,Citizen,3329,31,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-016,Complaint Internal--IAI,Complainant,Officer,9609,48,25,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-016,Complaint Internal--IAI,Witness,Officer,9979,33,8,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-014,Inquiry Internal--IQI,Complainant,Officer,9623,46,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-041,Complaint External--IAE,Complainant,Citizen,3336,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-041,Complaint External--IAE,Witness,Officer,9831,28,3,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-044,Complaint External--IAE,Complainant,Citizen,3338,37,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-044,Complaint External--IAE,Witness,Officer,9661,28,1,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-042,Complaint External--IAE,Complainant,Citizen,3341,58,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-042,Complaint External--IAE,Witness,Citizen,3342,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-042,Complaint External--IAE,Witness,Citizen,3343,38,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-042,Complaint External--IAE,Witness,Citizen,3344,22,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-042,Complaint External--IAE,Witness,Officer,9675,30,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-042,Complaint External--IAE,Witness,Officer,9674,27,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-013,Inquiry Internal--IQI,Complainant,Citizen,3355,63,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-013,Inquiry Internal--IQI,Witness,Officer,9751,37,1,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-015,Inquiry Internal--IQI,Complainant,Officer,9752,43,8,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-043,Complaint External--IAE,Complainant,Citizen,3358,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-043,Complaint External--IAE,Witness,Officer,9770,24,1,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-045,Complaint External--IAE,Complainant,Citizen,3361,19,NA,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-045,Complaint External--IAE,Witness,Officer,9776,33,8,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-045,Complaint External--IAE,Witness,Officer,9775,33,8,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-045,Complaint External--IAE,Witness,Officer,9774,28,3,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-014,Complaint Internal--IAI,Complainant,Citizen,3368,26,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-014,Complaint Internal--IAI,Witness,Citizen,3369,27,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-014,Complaint Internal--IAI,Witness,Citizen,3370,43,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-014,Complaint Internal--IAI,Witness,Officer,9798,34,6,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-014,Complaint Internal--IAI,Witness,Officer,9797,29,3,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-015,Complaint Internal--IAI,Complainant,Officer,9816,61,35,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-015,Complaint Internal--IAI,Witness,Officer,9815,63,18,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2017-011,Complaint Internal--IAI,Complainant,Officer,9834,48,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2017-011,Complaint Internal--IAI,Complainant,Officer,9838,37,10,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2017-011,Complaint Internal--IAI,Witness,Citizen,3381,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2017-011,Complaint Internal--IAI,Witness,Officer,9839,48,20,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2017-011,Complaint Internal--IAI,Witness,Officer,9837,51,17,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2017-011,Complaint Internal--IAI,Witness,Officer,9836,28,1,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-016,Inquiry Internal--IQI,Complainant,Officer,9842,46,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-016,Inquiry Internal--IQI,Witness,Officer,9845,57,33,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-046,Complaint External--IAE,Complainant,Citizen,3384,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2017-017,Inquiry Internal--IQI,Witness,Officer,9942,38,10,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-017,Complaint External--IAE,Complainant,Citizen,3405,35,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-017,Complaint External--IAE,Witness,Officer,10003,35,6,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-017,Complaint External--IAE,Witness,Officer,10002,23,1,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-050,Complaint External--IAE,Complainant,Citizen,3413,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-050,Complaint External--IAE,Witness,Officer,10051,48,6,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-050,Complaint External--IAE,Witness,Officer,10052,26,0,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-049,Complaint External--IAE,Complainant,Citizen,3412,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-049,Complaint External--IAE,Witness,Officer,10056,31,1,Male,Vietnamese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Witness,Officer,10097,50,23,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Witness,Officer,10098,48,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Witness,Officer,10066,45,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Witness,Officer,10099,37,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Witness,Officer,10065,54,6,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-010,Inquiry External--IQE,Complainant,Citizen,3415,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-051,Complaint External--IAE,Complainant,Citizen,3420,47,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-051,Complaint External--IAE,Witness,Officer,10120,32,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Complainant,Officer,10127,46,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Witness,Citizen,3422,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Witness,Officer,10147,46,21,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Witness,Officer,10131,48,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Witness,Officer,10132,45,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Witness,Officer,10146,37,10,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Witness,Officer,10130,35,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Witness,Officer,10129,39,4,Male,Asian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-003,Complaint Internal--IAI,Complainant,Officer,10209,45,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-001,Complaint Internal--IAI,Complainant,Citizen,3448,NA,NA,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-002,Inquiry External--IQE,Complainant,Citizen,3455,36,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-002,Inquiry External--IQE,Complainant,Citizen,3454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2015,Complaint External--IAE,Complainant,Citizen,3479,49,NA,Female,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLA2015,Complaint External--IAE,Witness,Officer,10407,32,9,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-009,Inquiry External--IQE,Complainant,Citizen,3494,NA,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-009,Inquiry External--IQE,Witness,Officer,10600,32,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-009,Inquiry External--IQE,Witness,Officer,10598,30,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-009,Inquiry External--IQE,Witness,Officer,10597,35,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-009,Inquiry External--IQE,Witness,Officer,10599,33,7,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-012,Complaint External--IAE,Complainant,Citizen,3547,46,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-012,Complaint External--IAE,Complainant,Citizen,3548,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-012,Complaint External--IAE,Witness,Officer,10764,46,21,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-012,Complaint External--IAE,Witness,Officer,10763,36,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-012,Complaint External--IAE,Witness,Officer,10765,32,2,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-012,Complaint External--IAE,Witness,Officer,10762,28,1,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Complainant,Citizen,3549,46,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Complainant,Citizen,3550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10770,55,21,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10773,48,20,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10772,34,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10774,38,10,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10769,41,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10771,40,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10768,30,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-013,Complaint External--IAE,Witness,Officer,10767,31,6,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQ2019-008,Inquiry External--IQE,Complainant,Citizen,3973,34,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQ2019-008,Inquiry External--IQE,Officer,Officer,12971,30,8,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2018-001,Inquiry Internal--IQI,Complainant,Officer,10205,46,9,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-001,Complaint External--IAE,Complainant,Citizen,3434,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2018-001,Complaint External--IAE,Complainant,Citizen,3435,NA,NA,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-001,Complaint External--IAE,Complainant,Citizen,3440,46,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-002,Complaint Internal--IAI,Complainant,Officer,10266,32,9,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-002,Complaint Internal--IAI,Witness,Citizen,3443,32,NA,Female,Native Am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-002,Complaint Internal--IAI,Witness,Citizen,3444,25,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-002,Complaint Internal--IAI,Witness,Officer,10269,41,10,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-002,Complaint Internal--IAI,Witness,Officer,10267,38,9,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2018-002,Complaint Internal--IAI,Witness,Officer,10268,36,9,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-004,Inquiry External--IQE,Complainant,Officer,10278,47,19,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
