AccidentNumber,AccidentDatetime,UnitNumber,UnitSubjectNumber,Description,Sev_Num
2022-00002857,1/17/2022 15:24,1,1,No Injury,3
2022-00002857,1/17/2022 15:24,1,2,No Injury,3
2022-00002857,1/17/2022 15:24,2,1,No Injury,3
2022-00002857,1/17/2022 15:24,2,2,No Injury,3
2022-00002853,1/17/2022 16:03,1,1,Non-Incapacitating,5
2022-00002829,1/17/2022 13:18,1,1,No Injury,3
2022-00002829,1/17/2022 13:18,2,1,No Injury,3
2022-00002756,1/17/2022 6:18,1,1,No Injury,3
2022-00002543,1/15/2022 21:56,2,1,Not Applicable,1
2022-00002543,1/15/2022 21:56,1,1,Unknown,2
2022-00001598,1/10/2022 14:37,1,1,No Injury,3
2022-00001598,1/10/2022 14:37,2,1,No Injury,3
2022-00002178,1/13/2022 22:04,2,1,No Injury,3
2022-00002178,1/13/2022 22:04,2,2,No Injury,3
2022-00002178,1/13/2022 22:04,1,1,Non-Incapacitating,5
2022-00001541,1/10/2022 8:34,1,1,Unknown,2
2022-00001541,1/10/2022 8:34,2,1,No Injury,3
2022-00001541,1/10/2022 8:34,3,1,No Injury,3
2022-00001541,1/10/2022 8:34,4,1,No Injury,3
2022-00001541,1/10/2022 8:34,5,1,No Injury,3
2022-00001541,1/10/2022 8:34,6,1,No Injury,3
2022-00001541,1/10/2022 8:34,1,2,Possible,4
2022-00002550,1/15/2022 22:40,1,1,No Injury,3
2022-00002550,1/15/2022 22:40,1,2,No Injury,3
2022-00003066,1/18/2022 15:43,1,1,No Injury,3
2022-00003066,1/18/2022 15:43,2,1,Possible,4
2022-00003088,1/18/2022 18:10,1,1,No Injury,3
2022-00003088,1/18/2022 18:10,2,1,No Injury,3
2022-00003088,1/18/2022 18:10,3,1,No Injury,3
2022-00003029,1/18/2022 13:12,1,1,No Injury,3
2022-00003029,1/18/2022 13:12,3,1,No Injury,3
2022-00003029,1/18/2022 13:12,2,1,Non-Incapacitating,5
2022-00002809,1/17/2022 11:42,2,1,Not Applicable,1
2022-00002809,1/17/2022 11:42,1,1,Unknown,2
2022-00002856,1/17/2022 16:18,1,1,Unknown,2
2022-00002856,1/17/2022 16:18,2,1,No Injury,3
2022-00003191,1/19/2022 8:47,1,1,No Injury,3
2022-00003191,1/19/2022 8:47,2,1,No Injury,3
2022-00002170,1/13/2022 21:57,1,1,Unknown,2
2022-00002170,1/13/2022 21:57,2,1,No Injury,3
2022-00002170,1/13/2022 21:57,2,2,No Injury,3
2022-00002905,1/17/2022 20:24,1,1,No Injury,3
2022-00002905,1/17/2022 20:24,2,1,No Injury,3
2022-00003362,1/19/2022 22:52,1,1,Unknown,2
2022-00003362,1/19/2022 22:52,2,1,No Injury,3
2022-00003339,1/19/2022 19:22,1,1,No Injury,3
2022-00003339,1/19/2022 19:22,2,1,No Injury,3
2022-00003339,1/19/2022 19:22,2,2,No Injury,3
2022-00003339,1/19/2022 19:22,2,3,No Injury,3
2022-00003329,1/19/2022 18:16,1,2,No Injury,3
2022-00003329,1/19/2022 18:16,2,1,No Injury,3
2022-00003329,1/19/2022 18:16,1,1,Possible,4
2022-00003308,1/19/2022 16:22,1,1,No Injury,3
2022-00003308,1/19/2022 16:22,1,2,No Injury,3
2022-00003308,1/19/2022 16:22,1,3,No Injury,3
2022-00003308,1/19/2022 16:22,2,1,No Injury,3
2022-00003279,1/19/2022 14:50,1,1,No Injury,3
2022-00003279,1/19/2022 14:50,2,1,No Injury,3
2022-00003459,1/20/2022 14:17,1,1,No Injury,3
2022-00003459,1/20/2022 14:17,2,1,No Injury,3
2022-00003087,1/18/2022 18:03,1,1,No Injury,3
2022-00003087,1/18/2022 18:03,2,1,No Injury,3
2022-00003087,1/18/2022 18:03,3,1,No Injury,3
2022-00002471,1/15/2022 12:46,1,1,No Injury,3
2022-00002471,1/15/2022 12:46,2,1,Possible,4
2022-00003594,1/21/2022 10:07,1,1,No Injury,3
2022-00003594,1/21/2022 10:07,2,1,No Injury,3
2022-00003608,1/21/2022 12:29,1,1,No Injury,3
2022-00003608,1/21/2022 12:29,2,1,No Injury,3
2022-00003608,1/21/2022 12:29,2,2,Possible,4
2022-00003483,1/20/2022 16:36,1,1,No Injury,3
2022-00003483,1/20/2022 16:36,2,1,No Injury,3
2022-00003772,1/22/2022 9:54,1,1,No Injury,3
2022-00003772,1/22/2022 9:54,2,1,No Injury,3
2022-00003736,1/22/2022 12:40,1,1,Unknown,2
2022-00003736,1/22/2022 12:40,1,2,Unknown,2
2022-00003736,1/22/2022 12:40,2,1,No Injury,3
2022-00003858,1/22/2022 23:49,2,1,Not Applicable,1
2022-00003858,1/22/2022 23:49,1,1,No Injury,3
2022-00002669,1/16/2022 15:18,1,1,Unknown,2
2022-00002669,1/16/2022 15:18,2,1,No Injury,3
2022-00003383,1/20/2022 3:02,1,1,No Injury,3
2022-00003383,1/20/2022 3:02,1,2,No Injury,3
2022-00003383,1/20/2022 3:02,2,1,No Injury,3
2022-00000941,1/6/2022 12:20,1,1,No Injury,3
2022-00000941,1/6/2022 12:20,2,1,No Injury,3
2022-00002226,1/14/2022 7:16,1,1,No Injury,3
2022-00002226,1/14/2022 7:16,2,1,No Injury,3
2022-00004613,1/27/2022 22:04,1,1,Unknown,2
2022-00004613,1/27/2022 22:04,2,1,No Injury,3
2022-00004610,1/27/2022 21:50,1,1,Unknown,2
2022-00004584,1/26/2022 18:24,1,1,No Injury,3
2022-00004584,1/26/2022 18:24,2,1,No Injury,3
2022-00004584,1/26/2022 18:24,3,1,No Injury,3
2022-00004562,1/26/2022 16:24,1,1,No Injury,3
2022-00004562,1/26/2022 16:24,2,1,No Injury,3
2022-00004547,1/26/2022 15:20,1,1,No Injury,3
2022-00004547,1/26/2022 15:20,2,3,No Injury,3
2022-00004547,1/26/2022 15:20,2,1,Non-Incapacitating,5
2022-00004547,1/26/2022 15:20,2,2,Non-Incapacitating,5
2022-00004520,1/26/2022 13:30,1,1,Unknown,2
2022-00004520,1/26/2022 13:30,2,1,Possible,4
2022-00004496,1/26/2022 11:25,1,1,No Injury,3
2022-00004496,1/26/2022 11:25,2,1,Possible,4
2022-00004493,1/26/2022 11:05,2,1,No Injury,3
2022-00004493,1/26/2022 11:05,1,1,Possible,4
2022-00004484,1/26/2022 10:12,1,1,No Injury,3
2022-00004469,1/26/2022 8:58,2,1,Not Applicable,1
2022-00004469,1/26/2022 8:58,1,1,Unknown,2
2022-00004367,1/25/2022 16:25,1,1,No Injury,3
2022-00004367,1/25/2022 16:25,1,2,No Injury,3
2022-00004367,1/25/2022 16:25,2,2,No Injury,3
2022-00004367,1/25/2022 16:25,2,3,No Injury,3
2022-00004367,1/25/2022 16:25,2,4,No Injury,3
2022-00004367,1/25/2022 16:25,2,1,Possible,4
2022-00004109,1/24/2022 12:57,1,1,No Injury,3
2022-00004109,1/24/2022 12:57,1,2,No Injury,3
2022-00004102,1/24/2022 12:31,1,1,No Injury,3
2022-00004102,1/24/2022 12:31,2,1,No Injury,3
2022-00004145,1/24/2022 15:29,1,1,No Injury,3
2022-00004145,1/24/2022 15:29,1,2,No Injury,3
2022-00004145,1/24/2022 15:29,1,3,No Injury,3
2022-00004145,1/24/2022 15:29,2,1,No Injury,3
2022-00004086,1/24/2022 11:02,1,1,No Injury,3
2022-00004086,1/24/2022 11:02,2,2,No Injury,3
2022-00004086,1/24/2022 11:02,2,3,No Injury,3
2022-00004086,1/24/2022 11:02,2,1,Possible,4
2022-00003983,1/23/2022 19:37,1,1,No Injury,3
2022-00003983,1/23/2022 19:37,1,2,No Injury,3
2022-00003983,1/23/2022 19:37,2,1,Possible,4
2022-00004178,1/24/2022 18:21,1,1,Unknown,2
2022-00004178,1/24/2022 18:21,2,1,No Injury,3
2022-00002910,1/17/2022 21:02,1,1,No Injury,3
2022-00002910,1/17/2022 21:02,2,1,Possible,4
2022-00003359,1/19/2022 22:33,1,1,No Injury,3
2022-00003644,1/21/2022 16:19,1,1,Not Applicable,1
2022-00003644,1/21/2022 16:19,1,2,No Injury,3
2022-00003644,1/21/2022 16:19,2,1,No Injury,3
2022-00003644,1/21/2022 16:19,2,2,No Injury,3
2022-00003757,1/22/2022 5:57,1,1,Unknown,2
2022-00003757,1/22/2022 5:57,2,1,No Injury,3
2022-00003778,1/22/2022 11:52,1,1,No Injury,3
2022-00003778,1/22/2022 11:52,2,1,No Injury,3
2022-00003912,1/23/2022 12:10,1,1,Possible,4
2022-00003939,1/23/2022 15:03,1,1,Possible,4
2022-00003944,1/23/2022 15:30,1,1,No Injury,3
2022-00003944,1/23/2022 15:30,2,1,No Injury,3
2022-00003944,1/23/2022 15:30,3,1,Non-Incapacitating,5
2022-00003978,1/23/2022 19:09,1,1,Unknown,2
2022-00003978,1/23/2022 19:09,2,1,Possible,4
2022-00003978,1/23/2022 19:09,2,2,Possible,4
2022-00003981,1/23/2022 19:28,1,1,No Injury,3
2022-00003981,1/23/2022 19:28,1,2,No Injury,3
2022-00003981,1/23/2022 19:28,2,1,No Injury,3
2022-00004647,1/27/2022 8:00,1,1,No Injury,3
2022-00004647,1/27/2022 8:00,2,1,No Injury,3
2022-00004677,1/27/2022 8:00,1,1,Unknown,2
2022-00004353,1/24/2022 14:37,2,1,Not Applicable,1
2022-00004353,1/24/2022 14:37,1,1,Unknown,2
2022-00003920,1/23/2022 13:18,1,1,No Injury,3
2022-00003920,1/23/2022 13:18,2,1,No Injury,3
2022-00003920,1/23/2022 13:18,2,2,No Injury,3
2022-00003920,1/23/2022 13:18,3,1,No Injury,3
2022-00003640,1/21/2022 15:49,1,1,Unknown,2
2022-00003640,1/21/2022 15:49,2,1,No Injury,3
2022-00004134,1/24/2022 15:07,1,1,No Injury,3
2022-00004134,1/24/2022 15:07,1,2,No Injury,3
2022-00004134,1/24/2022 15:07,1,3,No Injury,3
2022-00004134,1/24/2022 15:07,2,1,No Injury,3
2022-00004134,1/24/2022 15:07,3,1,No Injury,3
2022-00004135,1/24/2022 15:08,1,1,No Injury,3
2022-00004135,1/24/2022 15:08,3,1,No Injury,3
2022-00004135,1/24/2022 15:08,2,1,Non-Incapacitating,5
2022-00004295,1/25/2022 11:00,1,1,No Injury,3
2022-00004295,1/25/2022 11:00,2,1,No Injury,3
2022-00004601,1/26/2022 20:25,1,1,Possible,4
2022-00004601,1/26/2022 20:25,2,1,Possible,4
2022-00004765,1/27/2022 18:44,1,1,No Injury,3
2022-00004765,1/27/2022 18:44,1,2,No Injury,3
2022-00004765,1/27/2022 18:44,2,1,No Injury,3
2022-00004960,1/28/2022 16:25,1,1,No Injury,3
2022-00004960,1/28/2022 16:25,2,1,No Injury,3
2022-00004960,1/28/2022 16:25,2,2,No Injury,3
2022-00004967,1/28/2022 17:00,1,2,No Injury,3
2022-00004967,1/28/2022 17:00,2,1,No Injury,3
2022-00004967,1/28/2022 17:00,1,1,Non-Incapacitating,5
2022-00005004,1/29/2022 20:20,1,1,No Injury,3
2022-00005014,1/28/2022 22:21,1,1,No Injury,3
2022-00005014,1/28/2022 22:21,2,1,No Injury,3
2022-00004541,1/26/2022 15:05,1,1,No Injury,3
2022-00004541,1/26/2022 15:05,1,2,No Injury,3
2022-00004541,1/26/2022 15:05,2,1,No Injury,3
2022-00004541,1/26/2022 15:05,2,2,No Injury,3
2022-00005098,1/29/2022 10:52,1,1,Unknown,2
2022-00005098,1/29/2022 10:52,2,2,No Injury,3
2022-00005098,1/29/2022 10:52,2,1,Possible,4
2022-00005121,1/29/2022 12:27,1,1,No Injury,3
2022-00005121,1/29/2022 12:27,2,1,No Injury,3
2022-00005135,1/29/2022 0:00,2,1,Not Applicable,1
2022-00005135,1/29/2022 0:00,1,1,Unknown,2
2022-00004451,1/26/2022 6:49,1,1,Possible,4
2022-00004451,1/26/2022 6:49,2,1,Non-Incapacitating,5
2022-00005224,1/30/2022 1:39,1,1,No Injury,3
2022-00005224,1/30/2022 1:39,2,1,No Injury,3
2022-00005425,1/31/2022 7:49,2,1,No Injury,3
2022-00005425,1/31/2022 7:49,1,1,Non-Incapacitating,5
2022-00005281,1/30/2022 11:16,2,1,Not Applicable,1
2022-00005281,1/30/2022 11:16,1,1,Unknown,2
2022-00005357,1/30/2022 19:17,1,1,No Injury,3
2022-00005357,1/30/2022 19:17,3,1,No Injury,3
2022-00005357,1/30/2022 19:17,2,1,Non-Incapacitating,5
2022-00005344,1/30/2022 17:21,1,1,No Injury,3
2022-00005344,1/30/2022 17:21,2,1,No Injury,3
2022-00005599,1/31/2022 20:39,1,1,No Injury,3
2022-00005599,1/31/2022 20:39,2,1,No Injury,3
2022-00005599,1/31/2022 20:39,2,2,No Injury,3
2022-00005599,1/31/2022 20:39,2,3,No Injury,3
2022-00005552,1/31/2022 16:51,1,1,No Injury,3
2022-00005552,1/31/2022 16:51,1,2,No Injury,3
2022-00005552,1/31/2022 16:51,2,1,Possible,4
2022-00005570,1/31/2022 18:29,2,1,No Injury,3
2022-00005570,1/31/2022 18:29,2,2,No Injury,3
2022-00005570,1/31/2022 18:29,1,1,Non-Incapacitating,5
2022-00005570,1/31/2022 18:29,1,2,Non-Incapacitating,5
2022-00004697,1/27/2022 13:05,2,1,No Injury,3
2022-00004697,1/27/2022 13:05,1,1,Possible,4
2022-00001768,1/11/2022 14:25,1,1,No Injury,3
2022-00001768,1/11/2022 14:25,2,2,Possible,4
2022-00001768,1/11/2022 14:25,2,1,Non-Incapacitating,5
2022-00004863,1/28/2022 8:43,1,1,No Injury,3
2022-00004863,1/28/2022 8:43,2,1,No Injury,3
2022-00005579,1/31/2022 18:51,2,1,No Injury,3
2022-00005579,1/31/2022 18:51,1,1,Non-Incapacitating,5
2022-00005286,1/30/2022 11:39,1,1,No Injury,3
2022-00005286,1/30/2022 11:39,2,1,No Injury,3
2022-00005286,1/30/2022 11:39,1,2,Non-Incapacitating,5
2022-00005578,1/31/2022 18:45,1,1,No Injury,3
2022-00005578,1/31/2022 18:45,2,1,No Injury,3
2022-00005578,1/31/2022 18:45,2,2,No Injury,3
2022-00005361,1/30/2022 17:43,1,1,Unknown,2
2022-00005361,1/30/2022 17:43,2,1,Non-Incapacitating,5
2022-00001657,1/10/2022 18:36,1,1,No Injury,3
2022-00001657,1/10/2022 18:36,2,1,No Injury,3
2022-00002782,1/17/2022 9:47,1,1,No Injury,3
2022-00003392,1/20/2022 7:31,1,1,No Injury,3
2022-00003392,1/20/2022 7:31,2,1,No Injury,3
2022-00004570,1/26/2022 16:46,2,1,Not Applicable,1
2022-00004570,1/26/2022 16:46,1,1,No Injury,3
2022-00004603,1/26/2022 20:31,2,1,Not Applicable,1
2022-00004603,1/26/2022 20:31,3,1,Not Applicable,1
2022-00004603,1/26/2022 20:31,1,1,No Injury,3
2023-00000048,1/1/2023 3:43,1,1,No Injury,3
2023-00000136,1/1/2023 16:24,1,1,No Injury,3
2023-00000136,1/1/2023 16:24,2,1,No Injury,3
2023-00000153,1/1/2023 18:39,1,1,No Injury,3
2023-00000153,1/1/2023 18:39,2,1,No Injury,3
2023-00000498,1/3/2023 9:08,1,1,No Injury,3
2023-00000498,1/3/2023 9:08,2,1,Possible,4
2023-00000444,1/2/2023 23:58,1,1,No Injury,3
2023-00000444,1/2/2023 23:58,2,1,No Injury,3
2023-00000356,1/2/2023 16:23,1,1,No Injury,3
2023-00000356,1/2/2023 16:23,2,1,No Injury,3
2023-00000573,1/3/2023 13:21,1,1,Unknown,2
2023-00000573,1/3/2023 13:21,2,1,No Injury,3
2023-00000710,1/4/2023 8:38,1,1,Non-Incapacitating,5
2023-00000710,1/4/2023 8:38,1,2,Non-Incapacitating,5
2023-00000710,1/4/2023 8:38,1,3,Non-Incapacitating,5
2023-00000710,1/4/2023 8:38,1,4,Non-Incapacitating,5
2023-00000710,1/4/2023 8:38,2,1,Non-Incapacitating,5
2023-00000703,1/4/2023 8:13,1,1,No Injury,3
2023-00000703,1/4/2023 8:13,2,1,Possible,4
2023-00000696,1/4/2023 6:27,1,1,No Injury,3
2023-00000696,1/4/2023 6:27,2,1,No Injury,3
2023-00000765,1/4/2023 12:40,1,1,No Injury,3
2023-00000765,1/4/2023 12:40,2,1,No Injury,3
2023-00000801,1/4/2023 14:56,1,1,Possible,4
2023-00000801,1/4/2023 14:56,2,1,Possible,4
2023-00000306,1/2/2023 12:59,1,1,No Injury,3
2023-00000306,1/2/2023 12:59,2,1,Possible,4
2023-00000797,1/4/2023 14:45,1,1,No Injury,3
2023-00000797,1/4/2023 14:45,1,2,No Injury,3
2023-00000797,1/4/2023 14:45,2,1,No Injury,3
2023-00000797,1/4/2023 14:45,2,2,No Injury,3
2023-00000886,1/4/2023 23:02,1,1,No Injury,3
2023-00000886,1/4/2023 23:02,2,1,No Injury,3
2023-00000886,1/4/2023 23:02,2,2,No Injury,3
2023-00001402,1/7/2023 0:23,1,1,No Injury,3
2023-00001626,1/8/2023 0:37,2,1,Not Applicable,1
2023-00001626,1/8/2023 0:37,1,1,No Injury,3
2023-00001037,1/5/2023 15:10,1,1,No Injury,3
2023-00001037,1/5/2023 15:10,1,2,No Injury,3
2023-00001037,1/5/2023 15:10,1,3,No Injury,3
2023-00001037,1/5/2023 15:10,2,1,Possible,4
2023-00000822,1/4/2023 16:34,1,1,No Injury,3
2023-00000822,1/4/2023 16:34,2,1,Possible,4
2023-00000822,1/4/2023 16:34,2,2,Possible,4
2023-00000844,1/4/2023 18:25,2,1,No Injury,3
2023-00000844,1/4/2023 18:25,1,1,Possible,4
2023-00001168,1/6/2023 6:18,1,1,Unknown,2
2023-00001168,1/6/2023 6:18,2,1,No Injury,3
2023-00000445,1/3/2023 0:04,1,1,Non-Incapacitating,5
2023-00001857,1/9/2023 8:25,1,1,Unknown,2
2023-00001857,1/9/2023 8:25,2,1,No Injury,3
2023-00001821,1/9/2023 1:34,1,1,Possible,4
2023-00001776,1/8/2023 17:53,1,1,No Injury,3
2023-00001776,1/8/2023 17:53,2,1,No Injury,3
2023-00001776,1/8/2023 17:53,2,2,No Injury,3
2023-00001709,1/8/2023 12:59,1,1,No Injury,3
2023-00001709,1/8/2023 12:59,2,1,No Injury,3
2023-00001709,1/8/2023 12:59,2,2,No Injury,3
2023-00001692,1/8/2023 10:57,1,1,No Injury,3
2023-00001692,1/8/2023 10:57,2,1,No Injury,3
2023-00001660,1/8/2023 4:01,1,1,Non-Incapacitating,5
2023-00001407,1/7/2023 0:42,1,1,No Injury,3
2023-00001407,1/7/2023 0:42,2,1,No Injury,3
2023-00001355,1/6/2023 19:46,1,1,No Injury,3
2023-00001355,1/6/2023 19:46,2,1,No Injury,3
2023-00001297,1/6/2023 15:07,1,1,No Injury,3
2023-00001297,1/6/2023 15:07,2,1,No Injury,3
2023-00001282,1/6/2023 14:17,1,1,No Injury,3
2023-00001282,1/6/2023 14:17,2,1,No Injury,3
2023-00001259,1/6/2023 12:57,1,1,Possible,4
2023-00001259,1/6/2023 12:57,2,1,Possible,4
2023-00001201,1/6/2023 9:40,2,1,No Injury,3
2023-00001201,1/6/2023 9:40,1,1,Non-Incapacitating,5
2023-00001201,1/6/2023 9:40,1,2,Non-Incapacitating,5
2023-00001304,1/6/2023 17:24,1,1,Incapacitating,6
2023-00001304,1/6/2023 17:24,2,1,Incapacitating,6
2023-00001560,1/7/2023 17:29,1,1,No Injury,3
2023-00001560,1/7/2023 17:29,1,2,No Injury,3
2023-00001560,1/7/2023 17:29,1,3,No Injury,3
2023-00001560,1/7/2023 17:29,1,5,No Injury,3
2023-00001560,1/7/2023 17:29,1,4,Non-Incapacitating,5
2023-00002246,1/10/2023 21:08,2,1,Not Applicable,1
2023-00002246,1/10/2023 21:08,1,1,No Injury,3
2023-00002196,1/10/2023 16:46,1,1,No Injury,3
2023-00002196,1/10/2023 16:46,2,1,No Injury,3
2023-00001567,1/7/2023 18:00,2,1,Not Applicable,1
2023-00001567,1/7/2023 18:00,3,1,Not Applicable,1
2023-00001567,1/7/2023 18:00,4,1,Not Applicable,1
2023-00001567,1/7/2023 18:00,1,1,No Injury,3
2023-00001984,1/9/2023 16:58,2,1,Not Applicable,1
2023-00001984,1/9/2023 16:58,1,1,No Injury,3
2023-00001984,1/9/2023 16:58,1,2,No Injury,3
2023-00001984,1/9/2023 16:58,1,3,No Injury,3
2023-00001984,1/9/2023 16:58,1,4,No Injury,3
2023-00001984,1/9/2023 16:58,1,6,No Injury,3
2023-00001984,1/9/2023 16:58,1,7,No Injury,3
2023-00001984,1/9/2023 16:58,1,8,No Injury,3
2023-00001984,1/9/2023 16:58,1,9,No Injury,3
2023-00000955,1/5/2023 10:32,1,1,No Injury,3
2023-00000955,1/5/2023 10:32,1,2,No Injury,3
2023-00000955,1/5/2023 10:32,2,1,No Injury,3
2023-00000786,1/4/2023 14:05,2,1,Not Applicable,1
2023-00000786,1/4/2023 14:05,1,1,Possible,4
2023-00002140,1/10/2023 14:32,1,1,Unknown,2
2023-00002140,1/10/2023 14:32,2,1,No Injury,3
2023-00002158,1/10/2023 15:03,1,1,No Injury,3
2023-00002158,1/10/2023 15:03,1,2,No Injury,3
2023-00002158,1/10/2023 15:03,1,3,No Injury,3
2023-00002158,1/10/2023 15:03,1,4,No Injury,3
2023-00002158,1/10/2023 15:03,2,1,No Injury,3
2023-00002373,1/11/2023 12:31,1,1,Possible,4
2023-00002391,1/11/2023 13:41,1,2,No Injury,3
2023-00002391,1/11/2023 13:41,2,1,No Injury,3
2023-00002391,1/11/2023 13:41,1,1,Non-Incapacitating,5
2023-00002501,1/11/2023 22:53,1,1,No Injury,3
2023-00002627,1/12/2023 14:46,1,1,No Injury,3
2023-00002627,1/12/2023 14:46,2,1,No Injury,3
2023-00002627,1/12/2023 14:46,2,2,No Injury,3
2023-00002595,1/12/2023 12:28,1,1,No Injury,3
2023-00002595,1/12/2023 12:28,2,1,No Injury,3
2023-00002547,1/12/2023 7:11,1,1,Possible,4
2023-00002547,1/12/2023 7:11,1,2,Possible,4
2023-00002547,1/12/2023 7:11,2,1,Possible,4
2023-00002502,1/12/2023 21:47,1,1,No Injury,3
2023-00002502,1/12/2023 21:47,2,1,No Injury,3
2023-00002456,1/11/2023 15:50,1,1,No Injury,3
2023-00002456,1/11/2023 15:50,2,1,No Injury,3
2023-00002764,1/13/2023 9:12,1,1,No Injury,3
2023-00002764,1/13/2023 9:12,2,1,No Injury,3
2023-00003244,1/15/2023 14:54,1,1,No Injury,3
2023-00003244,1/15/2023 14:54,1,3,No Injury,3
2023-00003244,1/15/2023 14:54,2,1,Non-Incapacitating,5
2023-00003244,1/15/2023 14:54,2,2,Non-Incapacitating,5
2023-00003244,1/15/2023 14:54,2,3,Non-Incapacitating,5
2023-00003244,1/15/2023 14:54,2,4,Non-Incapacitating,5
2023-00003244,1/15/2023 14:54,1,2,Incapacitating,6
2023-00002898,1/13/2023 18:28,1,1,No Injury,3
2023-00002898,1/13/2023 18:28,1,2,No Injury,3
2023-00002898,1/13/2023 18:28,1,3,No Injury,3
2023-00002898,1/13/2023 18:28,1,4,No Injury,3
2023-00002898,1/13/2023 18:28,2,1,No Injury,3
2023-00003185,1/15/2023 8:31,1,1,No Injury,3
2023-00003185,1/15/2023 8:31,2,1,No Injury,3
2023-00003126,1/14/2023 22:20,1,1,No Injury,3
2023-00001025,1/5/2023 14:05,1,1,No Injury,3
2023-00001025,1/5/2023 14:05,3,1,No Injury,3
2023-00001025,1/5/2023 14:05,3,2,No Injury,3
2023-00001025,1/5/2023 14:05,2,1,Possible,4
2023-00002151,1/10/2023 14:44,1,2,No Injury,3
2023-00002151,1/10/2023 14:44,3,1,No Injury,3
2023-00002151,1/10/2023 14:44,1,1,Possible,4
2023-00002151,1/10/2023 14:44,2,1,Possible,4
2023-00001680,1/8/2023 10:08,2,1,Not Applicable,1
2023-00001680,1/8/2023 10:08,1,1,No Injury,3
2023-00002598,1/12/2023 12:37,2,1,No Injury,3
2023-00002598,1/12/2023 12:37,3,1,No Injury,3
2023-00002598,1/12/2023 12:37,1,1,Possible,4
2023-00002620,1/12/2023 13:13,1,1,No Injury,3
2023-00002620,1/12/2023 13:13,2,1,No Injury,3
2023-00002620,1/12/2023 13:13,2,2,No Injury,3
2023-00002666,1/12/2023 18:44,2,1,No Injury,3
2023-00002666,1/12/2023 18:44,1,1,Non-Incapacitating,5
2023-00002674,1/12/2023 18:31,1,1,No Injury,3
2023-00002674,1/12/2023 18:31,1,2,No Injury,3
2023-00002674,1/12/2023 18:31,1,3,No Injury,3
2023-00002674,1/12/2023 18:31,2,1,No Injury,3
2023-00002674,1/12/2023 18:31,2,2,No Injury,3
2023-00002679,1/12/2023 19:55,1,1,No Injury,3
2023-00002679,1/12/2023 19:55,1,2,No Injury,3
2023-00002679,1/12/2023 19:55,2,1,Possible,4
2023-00002791,1/13/2023 11:06,1,1,No Injury,3
2023-00002791,1/13/2023 11:06,2,1,No Injury,3
2023-00002826,1/13/2023 13:21,1,1,Possible,4
2023-00002826,1/13/2023 13:21,2,1,Possible,4
2023-00002876,1/13/2023 16:13,2,2,Possible,4
2023-00002876,1/13/2023 16:13,1,1,Non-Incapacitating,5
2023-00002876,1/13/2023 16:13,2,1,Non-Incapacitating,5
2023-00002894,1/13/2023 18:01,2,1,No Injury,3
2023-00002894,1/13/2023 18:01,1,1,Non-Incapacitating,5
2023-00003071,1/14/2023 15:09,1,1,No Injury,3
2023-00003071,1/14/2023 15:09,2,1,No Injury,3
2023-00003442,1/16/2023 14:53,1,1,No Injury,3
2023-00003442,1/16/2023 14:53,2,1,No Injury,3
2023-00003449,1/16/2023 15:16,1,1,No Injury,3
2023-00003449,1/16/2023 15:16,1,2,No Injury,3
2023-00003449,1/16/2023 15:16,1,3,No Injury,3
2023-00003449,1/16/2023 15:16,1,4,No Injury,3
2023-00003449,1/16/2023 15:16,2,1,Possible,4
2023-00003449,1/16/2023 15:16,2,2,Non-Incapacitating,5
2023-00003558,1/17/2023 8:04,1,1,No Injury,3
2023-00003558,1/17/2023 8:04,2,1,No Injury,3
2023-00003558,1/17/2023 8:04,2,2,No Injury,3
2023-00003478,1/16/2023 18:05,1,1,No Injury,3
2023-00003478,1/16/2023 18:05,2,3,No Injury,3
2023-00003478,1/16/2023 18:05,2,1,Possible,4
2023-00003478,1/16/2023 18:05,2,2,Non-Incapacitating,5
2023-00003575,1/17/2023 9:18,1,1,No Injury,3
2023-00003575,1/17/2023 9:18,1,2,No Injury,3
2023-00003575,1/17/2023 9:18,2,1,No Injury,3
2023-00003678,1/17/2023 14:34,1,1,No Injury,3
2023-00003678,1/17/2023 14:34,2,1,No Injury,3
2023-00003728,1/17/2023 18:19,1,1,No Injury,3
2023-00003728,1/17/2023 18:19,2,1,No Injury,3
2023-00003728,1/17/2023 18:19,3,1,No Injury,3
2023-00003728,1/17/2023 18:19,3,2,No Injury,3
2023-00003031,1/14/2023 12:07,1,1,No Injury,3
2023-00003031,1/14/2023 12:07,2,1,No Injury,3
2023-00003031,1/14/2023 12:07,2,2,Non-Incapacitating,5
2023-00003065,1/14/2023 14:37,1,1,No Injury,3
2023-00003065,1/14/2023 14:37,2,1,No Injury,3
2023-00003065,1/14/2023 14:37,2,2,No Injury,3
2023-00003065,1/14/2023 14:37,2,3,No Injury,3
2023-00003065,1/14/2023 14:37,2,4,No Injury,3
2023-00003065,1/14/2023 14:37,3,1,No Injury,3
2023-00003812,1/18/2023 6:33,1,1,No Injury,3
2023-00003812,1/18/2023 6:33,2,1,No Injury,3
2023-00003816,1/18/2023 6:35,3,1,Not Applicable,1
2023-00003816,1/18/2023 6:35,1,1,No Injury,3
2023-00003816,1/18/2023 6:35,2,1,No Injury,3
2023-00003846,1/18/2023 10:03,1,1,No Injury,3
2023-00003846,1/18/2023 10:03,2,1,Possible,4
2023-00003892,1/18/2023 13:16,1,1,Possible,4
